polish,english,type,level
tydzień,week,rzeczownik,A1
tylko,"alone, just, only",przysłówek,A2
tylny,back,przymiotnik,A2
tymczasem,meanwhile,przysłówek,B1
tymczasowy,temporary,przymiotnik,B2
typ,"kind (type), sort, type",rzeczownik,A1
typowo,typically,przysłówek,B1
typowy,"standard, typical, usual",przymiotnik,B1
tysiąc,thousand,liczebnik,A1
tytuł,title,rzeczownik,A1
tytułować,title,czasownik,B2
tył,back,rzeczownik,A1
tęsknić,miss,czasownik,A1
tętniący życiem,lively,przymiotnik,B2
tło,background,rzeczownik,A2
tłum,crowd,rzeczownik,A2
tłumaczenie,translation,rzeczownik,B1
tłumaczyć,translate,czasownik,B1
tłuszcz,fat,rzeczownik,A2
ubezpieczenie,insurance,rzeczownik,B2
ubiegać się o,apply,czasownik,A2
ubierać (się),dress,czasownik,A1
ubolewanie,regret,rzeczownik,B2
ubrania,clothes,rzeczownik,A1
ubranie,clothing,rzeczownik,A2
ubrany,dressed,przymiotnik,B1
ubóstwo,poverty,rzeczownik,B1
ucho,ear,rzeczownik,A1
uchwyt,handle,rzeczownik,B2
ucieczka,escape,rzeczownik,B1
uciekać,escape,czasownik,B1
uczciwy,honest,przymiotnik,B1
uczelnia,college,rzeczownik,A1
uczenie się,learning,rzeczownik,A2
uczestniczyć,participate,czasownik,B1
uczestnik,participant,rzeczownik,B2
uczeń,"pupil, student",rzeczownik,B2
uczucie,"feel, feeling",rzeczownik,B2
uczuciowy,emotional,przymiotnik,B2
uczyć (kogoś),teach,czasownik,A1
uczyć się,"learn, study",czasownik,A1
uczęszczać,attend,czasownik,A2
udany,successful,przymiotnik,A2
udawać,pretend,czasownik,B1
uderzać,"hit, knock, strike",czasownik,A2
uderzać w,impact,czasownik,B1
uderzenie,"beat, hit, impact, knock, strike",rzeczownik,B2
udogodnienie,facility,rzeczownik,B2
udostępniać,share,czasownik,A1
udowadniać,prove,czasownik,B1
udział,"contribution, entry, share",rzeczownik,B2
udzielać,grant,czasownik,B2
ufać,trust,czasownik,B2
ufność,faith,rzeczownik,B2
ufundować,found,czasownik,B2
ugryzienie,bite,rzeczownik,B1
ujeżdżać,ride,czasownik,A1
ujęcie (filmu),shot,rzeczownik,B2
ukończyć studia,graduate,czasownik,B1
ukrywać (się),hide,czasownik,A2
układ,"deal, network, system",rzeczownik,B1
układać w stos,pile,czasownik,B2
ulepszać,"enhance, improve",czasownik,B2
ulepszenie,improvement,rzeczownik,B1
ulewa,shower,rzeczownik,A1
ulga,relief,rzeczownik,B2
ulica,"road, street",rzeczownik,A1
ulubieniec,favourite,rzeczownik,A1
ulubiona rzecz,favourite,rzeczownik,A1
ulubiony,favourite,przymiotnik,A1
umawiać się,date,czasownik,B2
umiejscawiać,locate,czasownik,B1
umiejętność,"ability, skill",rzeczownik,A2
umierać,die,czasownik,A1
umieszczać,"place, position, set (put)",czasownik,B1
umieszczać w centrum,centre,czasownik,B1
umieszczać wpis,post,czasownik,A1
umowa,"agreement, contract",rzeczownik,B1
umożliwiać,enable,czasownik,B2
umysł,mind,rzeczownik,A2
umysłowy,mental,przymiotnik,B1
umyślnie,deliberately,przysłówek,B2
unia,union,rzeczownik,B1
uniform,uniform,rzeczownik,A2
unikalny,unique,przymiotnik,B2
unikać,avoid,czasownik,A2
uniwersytet,university,rzeczownik,A1
unosić się na wodzie,float,czasownik,B2
upadać,fall,czasownik,A1
upadek,"collapse, fall",rzeczownik,B2
upalny,hot,przymiotnik,A1
upał,heat,rzeczownik,A2
upewniać się,ensure,czasownik,B2
upodobanie,like (pleasant),rzeczownik,B1
uprawa,crop,rzeczownik,B2
uprawiać,grow,czasownik,A1
uprawiać rolę,farm,czasownik,A2
uprzejmy,"kind (caring), polite",przymiotnik,B1
upuszczać,drop,czasownik,A2
uraz,injury,rzeczownik,A2
urazić,"injure, offend",czasownik,B1
uregulować,settle,czasownik,B2
urlop,"leave, vacation",rzeczownik,B2
uroczy,lovely,przymiotnik,A2
uroczystość,"celebration, ceremony",rzeczownik,B1
uroda,beauty,rzeczownik,B1
urodzenie,birth,rzeczownik,A2
urodziny,birthday,rzeczownik,A1
urodzony,born,czasownik (forma bierna),A1
urok,appeal,rzeczownik,B2
urząd,office,rzeczownik,A1
urządzenie,device,rzeczownik,A2
urzędnik,"officer, official",rzeczownik,A2
usadzać,seat,czasownik,B2
usatysfakcjonowany,satisfied,przymiotnik,B2
uspokajać,calm,czasownik,B1
usprawiedliwiać,excuse,czasownik,B2
usprawiedliwienie,excuse,rzeczownik,B2
usta,mouth,rzeczownik,A1
ustalać,"determine, fix",czasownik,B1
ustalenie,arrangement,rzeczownik,A2
ustanawiać,establish,czasownik,B2
ustawa,act,rzeczownik,B1
ustawiać,"position, set (put)",czasownik,B2
ustawiać w linii,line,czasownik,B2
ustawienie,setting,rzeczownik,B1
usterka,fault,rzeczownik,B2
ustrukturyzować,structure,czasownik,B2
usuwać,remove,czasownik,A2
usytuowany,located,przymiotnik,B1
uszkadzać,damage,czasownik,B1
uszkodzenie,damage,rzeczownik,B1
usługa,service,rzeczownik,A2
utalentowany,talented,przymiotnik,B1
utrata,loss,rzeczownik,B1
utrzymywać,"maintain, support",czasownik,B2
utwór,"song, track",rzeczownik,A1
uwaga,"attention, comment, note, remark",rzeczownik,A2
uwaga!,attention,wykrzyknik,A2
uwalniać,"free, release, rid",czasownik,B2
uważać,"feel, think",czasownik,A1
uważać na,mind,czasownik,A2
uważać za,"account, regard",czasownik,B2
uważnie,"carefully, closely",przysłówek,A2
uważny,careful,przymiotnik,A2
uwielbiać,love,czasownik,A1
uwolnienie,release,rzeczownik,B1
uwypuklać,highlight,czasownik,B1
uzasadniać,justify,czasownik,B2
uznanie,credit,rzeczownik,A2
uznawać,recognize,czasownik,A2
uznawać zasługę,credit,czasownik,B2
uznać,"acknowledge, figure",czasownik,B2
uzyskać,obtain,czasownik,B2
uzyskać dostęp,access,czasownik,B1
uścisk,hold,rzeczownik,B2
uśmiech,smile,rzeczownik,A2
uśmiechać się,smile,czasownik,A2
uświadomić sobie,realize,czasownik,A2
użycie,use,rzeczownik,A2
użyteczny,useful,przymiotnik,A1
użytkownik,user,rzeczownik,A2
używany,used,przymiotnik,B1
używać,use,czasownik,A1
van,van,rzeczownik,A2
w,"at, in",przyimek,A1
w (o dniu),on,przyimek,A1
w budynku,indoors,przysłówek,B1
w całości,entirely,przysłówek,B2
w ciąży,pregnant,przymiotnik,B2
w depresji,depressed,przymiotnik,B2
w domu,home,przysłówek,A1
w dużej mierze,largely,przysłówek,B2
w dół,downwards,przysłówek,B2
w dół (czegoś),down,przyimek,A1
w gruncie rzeczy,basically,przysłówek,B2
w górę,"up, upwards",przysłówek,A1
w górę (czegoś),up,przyimek,A1
w każdym razie,anyway,przysłówek,A2
w kierunku,towards,przyimek,A2
w końcu,"eventually, finally, ultimately",przysłówek,B1
w lewo,left,przysłówek,A1
w międzyczasie,meanwhile,przysłówek,B1
w następstwie,following,przyimek,B2
w obrębie,within,przyimek,B1
w ogóle,any,przysłówek,A2
w pełni,fully,przysłówek,B2
w poprzek,across,przyimek,A1
w porządku,"all right, fine",przymiotnik,A2
w porządku,OK,przymiotnik / przysłówek,A1
w porządku,all right,przysłówek,A2
w porządku,"OK, all right",wykrzyknik,A2
w połowie,half,przysłówek,A2
w przeciwieństwie do,unlike,przyimek,B1
w przeciwnym razie,otherwise,przysłówek,B2
w przybliżeniu,approximately,przysłówek,B1
w sumie,overall,przysłówek,B2
w tym,including,przyimek,A2
w wieku,aged,przymiotnik,B1
w zamian,instead,przysłówek,A2
w środku,inside,przysłówek,A2
wachlarz,fan,rzeczownik,A2
wada,disadvantage,rzeczownik,B1
waga,"scale, weight",rzeczownik,B2
wahać się,hesitate,czasownik,B2
wakacje,"holiday, vacation",rzeczownik,A1
walczyć,"battle, fight",czasownik,B2
walizka,case,rzeczownik,A2
walka,"battle, fight, fighting, struggle",rzeczownik,B1
waluta,currency,rzeczownik,B1
wanna,bath,rzeczownik,A1
warga,lip,rzeczownik,B1
warstwa,layer,rzeczownik,B1
warsztat,garage,rzeczownik,B1
wart,worth,przymiotnik,B1
warta,guard,rzeczownik,B1
wartościowy,valuable,przymiotnik,B1
wartość,"value, worth",rzeczownik,B1
warunek,condition,rzeczownik,A2
warzywo,vegetable,rzeczownik,A1
wasz,your,określnik,A1
wasz (zaimek dzierżawczy),yours,zaimek,A2
wataha,pack,rzeczownik,B1
ważność,importance,rzeczownik,B1
ważny,"important, major, significant",przymiotnik,A1
ważyć,weigh,czasownik,B1
wchodzić,enter,czasownik,A2
wchodzić na pokład,board,czasownik,B1
wciąż,still,przysłówek,A1
wczesny,early,przymiotnik,A1
wcześnie,early,przysłówek,A1
wcześniej,"before, previously",przysłówek,A2
wczoraj,yesterday,przysłówek / rzeczownik,A1
wdzięczny,grateful,przymiotnik,B1
we śnie,asleep,przymiotnik,A2
według,according to,przyimek,A2
weekend,weekend,rzeczownik,A1
wejście,"entrance, entry",rzeczownik,B1
wentylator,fan,rzeczownik,A2
wersja,version,rzeczownik,B1
wesele,wedding,rzeczownik,A2
wetrzeć się,crash,czasownik,B2
wewnątrz,"in, inside, within",przyimek,A1
wewnątrz,"in, indoors, inside",przysłówek,A1
wewnętrzny,"inner, inside, internal",przymiotnik,B2
wełna,wool,rzeczownik,B1
wgląd,insight,rzeczownik,B2
wiadomości,news,rzeczownik,A1
wiadomość,message,rzeczownik,A1
wiara,"belief, faith",rzeczownik,B1
wiarygodny,reliable,przymiotnik,B1
wiatr,wind (air),rzeczownik,A2
wiać,blow,czasownik,A2
widelec,fork,rzeczownik,A2
wideo,video,rzeczownik,A1
widocznie,apparently,przysłówek,B2
widok,"sight, view",rzeczownik,B1
widownia,audience,rzeczownik,A2
widz,viewer,rzeczownik,B1
widzieć,see,czasownik,A1
wieczór,"evening, night",rzeczownik,A1
wiedza,knowledge,rzeczownik,A2
wiedzieć,know,czasownik,A1
wiejski,rural,przymiotnik,B2
wiek,"age, century",rzeczownik,A1
wiele,"many, much",określnik / zaimek,A1
wielki,"great, large",przymiotnik,A1
wielki (o literze),capital,przymiotnik,A1
wielkość,size,rzeczownik,A2
wielokrotny,"multiple, repeated",przymiotnik,B2
wierny,true,przymiotnik,A1
wiersz,"line, poem",rzeczownik,A1
wierzyć,believe,czasownik,A1
wieszać,hang,czasownik,B1
wieś,"countryside, village",rzeczownik,B1
wieści,news,rzeczownik,A1
wieża,tower,rzeczownik,A2
wilgotny,wet,przymiotnik,A2
wina,"blame, fault",rzeczownik,B2
winda,lift,rzeczownik,A2
winny,guilty,przymiotnik,B1
wino,wine,rzeczownik,A1
wioska,village,rzeczownik,A1
wiosna,spring,rzeczownik,A1
wirtualny,virtual,przymiotnik,B2
wirus,virus,rzeczownik,A2
wisieć,hang,czasownik,B1
witaj,welcome,wykrzyknik / przymiotnik,A1
witamina,vitamin,rzeczownik,B2
witać,"greet, welcome",czasownik,A2
witryna internetowa,site,rzeczownik,A2
wizerunek,image,rzeczownik,A2
wizja,vision,rzeczownik,B2
wizualny,visual,przymiotnik,B2
wizyta,"appointment, visit",rzeczownik,B1
wiązać,"associate, relate, tie",czasownik,B2
wiązać łańcuchem,chain,czasownik,B2
wiązka,bunch,rzeczownik,B2
więc,so,przysłówek / spójnik,A1
więcej,more,określnik / zaimek,A1
więcej,more,przysłówek,A1
większość,most,określnik / zaimek,A1
większość,majority,rzeczownik,B2
więzienie,prison,rzeczownik,A2
więzień,prisoner,rzeczownik,B1
więź,"bond, tie",rzeczownik,B2
wkrótce,soon,przysłówek,A1
wkład,contribution,rzeczownik,B2
wlec,drag,czasownik,B2
wliczając,including,przyimek,A2
wliczony,included,przymiotnik,A2
wniosek,"conclusion, proposal",rzeczownik,B1
wnioskować,request,czasownik,B1
wnosić wkład,contribute,czasownik,B2
wnętrze,inside,rzeczownik,A2
wobec,towards,przyimek,A2
woda,water,rzeczownik,A1
wojna,war,rzeczownik,A2
wojsko,"army, military",rzeczownik,A2
wojskowy,military,przymiotnik,B2
wokół,around,przyimek,A1
wokół,around,przysłówek,A1
wokół,round,przysłówek / przyimek,A2
wola,will,rzeczownik,B1
woleć,prefer,czasownik,A1
wolność,freedom,rzeczownik,B2
wolny,"free, slow",przymiotnik,A1
wolny (stan cywilny),single,przymiotnik,A2
wolny etat,opening,rzeczownik,B2
wolontariusz,volunteer,rzeczownik,B1
worek,bag,rzeczownik,A1
wołać,call,czasownik,A1
wołowina,beef,rzeczownik,A2
wpatrywać się,stare,czasownik,B2
wpis,"entry, post",rzeczownik,B1
wprawiający w zakłopotanie,embarrassing,przymiotnik,B1
wprost,directly,przysłówek,B1
wprowadzać,"enter, introduce",czasownik,A2
wprowadzać (dane),key,czasownik,B1
wprowadzać na rynek,"launch, market",czasownik,B2
wprowadzenie,introduction,rzeczownik,A2
wpuścić,admit,czasownik,B1
wpływ,"impact, influence",rzeczownik,B1
wpływać na,"affect, impact, influence",czasownik,A2
wracać,return,czasownik,A1
wrażenie,impression,rzeczownik,B1
wrażliwy,sensitive,przymiotnik,B2
wrzask,scream,rzeczownik,B2
wrzesień,September,rzeczownik,A1
wrzeszczeć,scream,czasownik,B2
wrzeć,boil,czasownik,A2
wróg,enemy,rzeczownik,B1
wręczać,hand,czasownik,B1
wschodni,"east, eastern",przymiotnik,A1
wschodzić,rise,czasownik,A2
wschód,east,rzeczownik,A1
wsiadać,mount,czasownik,B2
wskazywać,"indicate, point",czasownik,B1
wskazówka,"clue, tip",rzeczownik,B1
wskaźnik,rate,rzeczownik,A2
wspaniałomyślny,generous,przymiotnik,B1
wspaniały,"grand, wonderful",przymiotnik,B2
wsparcie,support,rzeczownik,A2
wspierać,"aid, back, support",czasownik,B2
wspinaczka,climb,rzeczownik,B1
wspinać się,climb,czasownik,A1
wspomagać,donate,czasownik,B1
wspominać,mention,czasownik,A2
wspomnienie,memory,rzeczownik,A2
wspólnota,community,rzeczownik,A2
wspólny,"common, corporate",przymiotnik,A1
wspólny obszar,common,rzeczownik,B2
współ- (np. pasażer),fellow,przymiotnik,B2
współczesny,"contemporary, modern",przymiotnik,B2
współczucie,sympathy,rzeczownik,B2
wstecz,"back, backwards",przysłówek,A1
wstrząs,"shake, shock",rzeczownik,B1
wstyd,shame,rzeczownik,B2
wstęp,introduction,rzeczownik,A2
wstępnie,initially,przysłówek,B2
wstępny,initial,przymiotnik,B2
wszechświat,universe,rzeczownik,B2
wszyscy,"all, everybody, everyone",zaimek,A1
wszystko,"all, everything",zaimek,A1
wszędzie,everywhere,przysłówek,A2
wszędzie w,throughout,przyimek / przysłówek,B1
wtedy,then,przysłówek,A1
wtorek,Tuesday,rzeczownik,A1
wtykać,stick (push into/attach),czasownik,B1
wujek,uncle,rzeczownik,A1
wy,you,zaimek,A1
wybaczać,"excuse, forgive",czasownik,B2
wybierać,"choose, pick, select",czasownik,A1
wybierać (w głosowaniu),elect,czasownik,B2
wyborny,delicious,przymiotnik,A1
wybory,election,rzeczownik,B1
wybrzeże,coast,rzeczownik,A2
wybuch,explosion,rzeczownik,B1
wybuchać,explode,czasownik,B1
wybór,"choice, option, pick, selection, variety",rzeczownik,A2
wycena,quotation,rzeczownik,B1
wyceniać,"price, quote, value",czasownik,B2
wychodzić za mąż,marry,czasownik,A2
wychowywać,raise,czasownik,A2
wycieczka,"tour, trip",rzeczownik,A2
wycierać,dry,czasownik,A2
wyciąg (z konta),statement,rzeczownik,A1
wyciągać,stretch,czasownik,B2
wyciągać wnioski,conclude,czasownik,B1
wycofywać,recall,czasownik,B2
wyczuwać,sense,czasownik,B2
wydajność,performance,rzeczownik,B1
wydajny,efficient,przymiotnik,B2
wydanie,"edition, issue, release",rzeczownik,B2
wydarzenie,"event, occasion",rzeczownik,A1
wydarzyć się,"happen, occur",czasownik,A1
wydatek,expense,rzeczownik,B2
wydatki,spending,rzeczownik,B1
wydawać,"issue, publish",czasownik,B2
wydawać (pieniądze),spend,czasownik,A1
wydawać (płytę,release,czasownik,B1
wydawać dźwięk,sound,czasownik,A1
wydawać się,"appear, seem",czasownik,A2
wydział,"department, division",rzeczownik,A2
wygląd,"appearance, look",rzeczownik,A2
wyglądać,look,czasownik,A1
wygoda,comfort,rzeczownik,B2
wygodny,"comfortable, convenient",przymiotnik,A2
wygrana,win,rzeczownik,B1
wygrywać,win,czasownik,A1
wyjawiać,reveal,czasownik,B2
wyjaśniać,"account, explain",czasownik,B2
wyjaśnienie,explanation,rzeczownik,A2
wyjeżdżać,leave,czasownik,A1
wyjątkowy,"special, unique",przymiotnik,A1
wyjąwszy że,except,spójnik,B1
wyjść,quit,czasownik,B1
wykaz,register,rzeczownik,B2
wykazywać,demonstrate,czasownik,B2
wykonawczy,executive,przymiotnik,B2
wykonywać,perform,czasownik,A2
wykończenie,finish,rzeczownik,A2
wykres,chart,rzeczownik,A1
wykrywać,detect,czasownik,B2
wykrzywiać (się),curve,czasownik,B2
wykształcenie,education,rzeczownik,A2
wykształcony,educated,przymiotnik,B1
wykwalifikowany,qualified,przymiotnik,B1
wykład,"lecture, talk",rzeczownik,A2
wykładowca,academic,rzeczownik,B2
wyleczyć,cure,czasownik,B2
wyluzowany,relaxed,przymiotnik,B1
wymaganie,requirement,rzeczownik,B2
wymagać,"demand, require",czasownik,B2
wymawiać,pronounce,czasownik,A2
wymiana,exchange,rzeczownik,B1
wymiar,measurement,rzeczownik,B2
wymiar sprawiedliwości,justice,rzeczownik,B2
wymieniać,"exchange, list, replace, trade",czasownik,B1
wymknąć się,slip,czasownik,B2
wymyślony,imaginary,przymiotnik,B1
wymóg,requirement,rzeczownik,B2
wymówka,excuse,rzeczownik,B2
wynagrodzenie,"pay, salary",rzeczownik,A2
wynajem,hire,rzeczownik,B2
wynajmować,"hire, rent",czasownik,B1
wynalazek,invention,rzeczownik,A2
wynaleźć,invent,czasownik,A2
wynik,"outcome, result, score",rzeczownik,B2
wynik (badania),finding,rzeczownik,B2
wynik negatywny,negative,rzeczownik,B2
wynikać,"arise, result",czasownik,B2
wynosić,amount,czasownik,B2
wynosić średnio,average,czasownik,B1
wyobraźnia,imagination,rzeczownik,B2
wyobrażać sobie,"fancy, imagine, picture",czasownik,B1
wypadek,"accident, crash",rzeczownik,A2
wypełniać,"complete, fill",czasownik,A1
wyposażenie,equipment,rzeczownik,A2
wypracowanie,essay,rzeczownik,A2
wyprawa,expedition,rzeczownik,B1
wyprzedaż,sale,rzeczownik,A2
wyprzedzający,advance,przymiotnik,B2
wypuszczać,release,czasownik,B1
wypychać,stuff,czasownik,B2
wyraz,word,rzeczownik,A1
wyraźnie,clearly,przysłówek,A2
wyraźny,clear,przymiotnik,A2
wyrażać,express,czasownik,A2
wyrażenie,expression,rzeczownik,A2
wyrok,judgement,rzeczownik,B2
wyrozumiałość,understanding,rzeczownik,A2
wyrób,make,rzeczownik,B2
wyrównywać,level,czasownik,B2
wyróżniać,feature,czasownik,B1
wysiłek,effort,rzeczownik,B1
wyskakiwać,spring,czasownik,B1
wysoce,highly,przysłówek,B1
wysoki,"high, tall",przymiotnik,A1
wysoko,high,przysłówek,A2
wysokość,height,rzeczownik,A2
wyspa,island,rzeczownik,A1
wysportowany,fit,przymiotnik,A2
wystarczająco,enough,przysłówek,A1
wystarczający,enough,określnik / zaimek,A1
wystawa,"display, exhibition",rzeczownik,B2
wystawiać,issue,czasownik,B2
wystawiać (na scenie),stage,czasownik,B2
wystawić rachunek,bill,czasownik,B2
występ,performance,rzeczownik,B1
występować,"occur, perform",czasownik,B1
wysunięty,forward,przymiotnik,B2
wysyłać,"post, send, ship",czasownik,A1
wysyłać e-mail,email,czasownik,A1
wysyłać pocztą,mail,czasownik,A2
wyszukany,fancy,przymiotnik,B1
wyszukiwanie,search,rzeczownik,A2
wytrzymałość,strength,rzeczownik,B1
wytrzymały,tough,przymiotnik,B2
wytrzymywać,bear (deal with),czasownik,B2
wytwarzać,"generate, produce",czasownik,B2
wywar,stock,rzeczownik,B2
wywiad,interview,rzeczownik,A1
wyzdrowieć,recover,czasownik,B2
wyznaczać termin,"schedule, time",czasownik,B2
wyzwanie,challenge,rzeczownik,B1
wyzywać,challenge,czasownik,B2
wyłaniać,emerge,czasownik,B2
wyłączony,off,przysłówek,A1
wyściełać,line,czasownik,B2
wyścig,race (competition),rzeczownik,A2
wyścigi,racing,rzeczownik,B1
wyświetlać,"display, screen, show",czasownik,B2
wyższy,upper,przymiotnik,B2
wzdłuż,along,przyimek,A2
wzdłuż,along,przysłówek,A2
wzgląd,regard,rzeczownik,B2
względny,relative,przymiotnik,B1
wzgórze,hill,rzeczownik,A2
wziąć,take,czasownik,A1
wzmacniać,enhance,czasownik,B2
wzmianka,mention,rzeczownik,B1
wzrastać,"increase, mount, rise",czasownik,A2
wzrok,"sight, vision",rzeczownik,B1
wzrost,"growth, height, increase, rise",rzeczownik,B1
wzór,"design, model, pattern, sample",rzeczownik,A1
wódz,chief,rzeczownik,B2
wąchać,smell,czasownik,A2
wąski,narrow,przymiotnik,A2
wątpić,doubt,czasownik,B1
wątpliwość,doubt,rzeczownik,B1
wąż,snake,rzeczownik,A1
węch,smell,rzeczownik,A2
wędkarstwo,fishing,rzeczownik,A2
węgiel,coal,rzeczownik,B1
władza,"authority, power",rzeczownik,B1
własna osoba,self,rzeczownik,B2
własność,"possession, property",rzeczownik,A2
własny,own,przymiotnik / zaimek,A1
właściciel,owner,rzeczownik,A2
właściwie,"actually, properly",przysłówek,A2
właściwość,property,rzeczownik,B1
właściwy,"appropriate, correct, proper, right",przymiotnik,B2
właśnie,just,przysłówek,A1
włosach),fair,przymiotnik,A2
włosy,hair,rzeczownik,A1
włączać,include,czasownik,A1
włączony,on,przysłówek,A1
wściekły,mad,przymiotnik,B1
wśród,among,przyimek,A2
z,"from, of, with",przyimek,A1
z (np. spaść z czegoś),off,przyimek,A1
z dala,off,przysłówek,A1
z konieczności,necessarily,przysłówek,B1
z pewnością,surely,przysłówek,B1
z powodzeniem,successfully,przysłówek,B1
z powrotem,back,przysłówek,A1
z przodu,ahead,przysłówek,B1
z radością,happily,przysłówek,A2
z tyłu,behind,przyimek,A1
z tyłu,behind,przysłówek,A1
z wyjątkiem,except,przyimek,A2
za,behind,przyimek,A1
za (czas,past,przyimek,A1
za (np. za godzinę),per,przyimek,A2
za darmo,free,przysłówek,A2
za granicą,abroad,przysłówek,A2
za pośrednictwem,via,przyimek,B2
zaadaptować,adapt,czasownik,B2
zaangażowany,involved,przymiotnik,B1
zaawansowany,advanced,przymiotnik,B1
zabawa,"fun, play",rzeczownik,A1
zabawiać,entertain,czasownik,B1
zabawka,toy,rzeczownik,A2
zabawkowy,toy,przymiotnik,A2
zabawny,"fun, funny, humorous",przymiotnik,A2
zabezpieczać,secure,czasownik,B2
zabierać,take,czasownik,A1
zabijać,kill,czasownik,A2
zabójstwo,killing,rzeczownik,B1
zachodni,west,przymiotnik,A1
zachodni (np. film lub z regionu),western,przymiotnik,B1
zachowanie,"behaviour, conduct, manner",rzeczownik,A2
zachowywać,"keep, preserve, retain",czasownik,A1
zachowywać się,behave,czasownik,A2
zachwycać,delight,czasownik,B2
zachwycony,delighted,przymiotnik,B2
zachwyt,delight,rzeczownik,B2
zachód,west,rzeczownik,A1
zachęcać,encourage,czasownik,B1
zaciekawić,interest,czasownik,A1
zaczynać,"begin, start",czasownik,A1
zadanie,"assignment, task",rzeczownik,B1
zadanie domowe,homework,rzeczownik,A1
zadowalać,"please, satisfy",czasownik,A2
zadowolony,"glad, pleased, satisfied",przymiotnik,B1
zagadka,mystery,rzeczownik,B1
zaginiony,missing,przymiotnik,A2
zagmatwany,confusing,przymiotnik,B2
zagradzać,bar,czasownik,B2
zagraniczny,foreign,przymiotnik,A2
zagrażać,threaten,czasownik,B2
zagrożenie,threat,rzeczownik,B2
zainteresowanie,"hobby, interest",rzeczownik,A1
zainteresowany,"concerned, interested",przymiotnik,B2
zajmować,engage,czasownik,B2
zajmować się,"deal, handle",czasownik,A2
zajęcie,activity,rzeczownik,A1
zajęty,"busy, engaged",przymiotnik,A1
zakaz,ban,rzeczownik,B1
zakazać,ban,czasownik,B1
zakażenie,infection,rzeczownik,B2
zakończenie,"conclusion, ending",rzeczownik,B1
zakres,"extent, range",rzeczownik,B2
zakreślać kołem,circle,czasownik,A2
zakryty,covered,przymiotnik,B1
zakrywać,cover,czasownik,A2
zakrzywiony,curved,przymiotnik,B2
zakręt,"bend, curve",rzeczownik,B1
zakup,purchase,rzeczownik,B2
zakupy,shopping,rzeczownik,A1
zakwaterowanie,accommodation,rzeczownik,B1
zakład,bet,rzeczownik,B2
zakładać,"assume, establish, found, suppose",czasownik,B2
zakładać się,bet,czasownik,B2
zalecać,urge,czasownik,B2
zaleta,advantage,rzeczownik,A2
zalewać,flood,czasownik,B1
zależeć,depend,czasownik,A2
zależny,subject,przymiotnik,B2
zaliczka,advance,rzeczownik,B2
zamarzać,freeze,czasownik,B1
zamawiać,order,czasownik,A1
zamek,castle,rzeczownik,A2
zamek (w drzwiach),lock,rzeczownik,A2
zamiar,"intention, purpose",rzeczownik,B1
zamiast,instead,przysłówek,A2
zamiatać,sweep,czasownik,B2
zamierzać,intend,czasownik,B1
zamierzony,"deliberate, intended",przymiotnik,B2
zamieszkały,resident,przymiotnik,B2
zamknięcie,close,rzeczownik,B2
zamknięty,"closed, shut",przymiotnik,A2
zamożny,wealthy,przymiotnik,B2
zamrożony,frozen,przymiotnik,B1
zamykać,"close, shut",czasownik,A1
zamykać na klucz,lock,czasownik,A2
zamówienie,order,rzeczownik,A1
zamężna,married,przymiotnik,A1
zanieczyszczenie,pollution,rzeczownik,A2
zaniepokojony,"anxious, concerned, upset",przymiotnik,B2
zanim,before,spójnik,A2
zanotować,note,czasownik,B1
zaopatrywać,supply,czasownik,B1
zaopatrzenie,supply,rzeczownik,B1
zapach,smell,rzeczownik,A2
zapadać się,sink,czasownik,B1
zapalać,light (lamp),czasownik,A2
zapalony,keen,przymiotnik,B1
zapas,"reserve, stock, supply",rzeczownik,B2
zapałka,match,rzeczownik,A1
zapewniać,"ensure, provide, secure",czasownik,B2
zapewniać mieszkanie,house,czasownik,B2
zapinać,fasten,czasownik,B1
zapis,record,rzeczownik,A2
zapisać (się),register,czasownik,B2
zapisywać,record,czasownik,A2
zapisywać (dane),save,czasownik,A2
zapobiegać,prevent,czasownik,A2
zapominać,forget,czasownik,A1
zapraszać,invite,czasownik,A2
zaproszenie,invitation,rzeczownik,A2
zaprzeczać,deny,czasownik,B2
zapytanie,enquiry,rzeczownik,B2
zarabiać,earn,czasownik,A2
zarys,outline,rzeczownik,B2
zarząd,"administration, board, management",rzeczownik,B2
zarządzanie,management,rzeczownik,B1
zarządzać,"manage, run",czasownik,A2
zaręczony,engaged,przymiotnik,B1
zasada,"policy, principle, rule",rzeczownik,B1
zasadniczo,basically,przysłówek,B2
zasady moralne,moral,rzeczownik,B2
zasilanie,power,rzeczownik,A2
zasilać,"fuel, power",czasownik,B2
zasilać konto,credit,czasownik,B2
zasięg,reach,rzeczownik,B2
zaskakiwać,surprise,czasownik,A2
zaskakujący,surprising,przymiotnik,A2
zaskoczenie,surprise,rzeczownik,A2
zaskoczony,surprised,przymiotnik,A2
zasmucić,upset,czasownik,B1
zasmucony,upset,przymiotnik,B1
zastanawiać się,wonder,czasownik,B1
zastosowanie,"application, use",rzeczownik,B1
zastrzyk,shot,rzeczownik,B2
zastępować,replace,czasownik,A2
zaszczyt,honour,rzeczownik,B2
zasób,resource,rzeczownik,B1
zasądzać wyrok,sentence,czasownik,B2
zasłona,curtain,rzeczownik,B1
zasługa,credit,rzeczownik,A2
zasługiwać,deserve,czasownik,B2
zatem,"therefore, thus",przysłówek,B1
zator,jam,rzeczownik,A2
zatrudniać,"employ, hire",czasownik,A2
